id,phrase,translation
1690,你有咧做啥代誌？,你在做什麼事？
1691,你食飽未？,你吃飽了嗎？
1692,恁家內攏好無？,你家裡都好嗎？
1693,食飽就好眠啦。,吃飽就好睡啦。
1694,這攤我請就好。,這頓我請客就好。
1695,無關係，慢慢講。,沒關係，慢慢說。
1696,你欲佮我作伴去無？,你要跟我一起去嗎？
1697,今仔日天氣真好。,今天天氣真好。
1698,毋免客氣啦。,不用客氣啦。
1699,我欲去市場買菜。,我要去市場買菜。
1700,我陪你去醫院。,我陪你去醫院。
1701,你有閒來坐一下。,你有空來坐坐。
1702,彼條路真難行。,那條路真的不好走。
1703,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
1704,這攤我請就好。,這頓我請客就好。
1705,下擺再約出來食飯。,下次再約出來吃飯。
1706,你人真好。,你人真的很好。
1707,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1708,你攏好無？,你一切都還好嗎？
1709,你欲食啥菜色？,你想吃什麼菜？
1710,這馬欲開始矣。,現在要開始了。
1711,你講慢一點好無？,你可以講慢一點嗎？
1712,毋通做彼款代誌。,不要做那種事。
1713,伊講話真有道理。,他講話真有道理。
1714,咱來食甜點好無？,我們來吃點甜點好嗎？
1715,做事要有耐心。,做事要有耐心。
1716,你欲佮我作伴去無？,你要跟我一起去嗎？
1717,我嘛攏有準備好矣。,我也都準備好了。
1718,下擺再約出來食飯。,下次再約出來吃飯。
1719,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1720,伊講話真有道理。,他講話真有道理。
1721,毋免客氣啦。,不用客氣啦。
1722,你人真好。,你人真的很好。
1723,恁細漢真乖喔。,你小孩真乖喔。
1724,免傷心，會過去。,別難過，會過去的。
1725,今仔日有空無？,你今天有空嗎？
1726,咱明仔載再聯絡。,我們明天再聯絡吧。
1727,咱明仔載再聯絡。,我們明天再聯絡吧。
1728,我嘛攏有準備啦。,我也都準備好了啦。
1729,我攏有聽清楚啦。,我都有聽清楚啦。
1730,咱欲去行街無？,我們要去逛街嗎？
1731,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1732,真久無見了。,好久不見了。
1733,攏總攏是你啦！,全都是你的錯啦！
1734,你欲佮我作伴去無？,你要跟我一起去嗎？
1735,伊攏照顧咱全家。,他照顧我們全家。
1736,你講得真有影。,你講得真的有道理。
1737,這是你愛的物件無？,這是你喜歡的東西嗎？
1738,慢慢來，無關係。,慢慢來，沒關係。
1739,你欲食啥菜色？,你想吃什麼菜？
1740,咱來討論一下。,我們來討論一下。
1741,好久無見，想你了。,好久沒見到你，想你了。
1742,這件代誌交予我。,這件事交給我。
1743,請你再講一遍。,請你再說一遍。
1744,伊看起來真熟似。,他看起來很面熟。
1745,真久無見了。,好久不見了。
1746,這馬欲開始矣。,現在要開始了。
1747,講話攏真有禮貌。,講話都很有禮貌。
1748,伊看起來真熟似。,他看起來很面熟。
1749,你欲食啥菜色？,你想吃什麼菜？
1750,我攏聽有啦。,我都有聽懂啦。
1751,做事要有耐心。,做事要有耐心。
1752,伊看起來真熟似。,他看起來很面熟。
1753,我陪你走一段。,我陪你走一段路。
1754,這馬欲開始矣。,現在要開始了。
1755,伊講話真有道理。,他講話真有道理。
1756,這是好機會。,這是一個好機會。
1757,這件代誌交予我。,這件事交給我。
1758,你好啊，最近好無？,你好啊，最近還好嗎？
1759,來，咱來切磋一下。,來，我們來交流一下。
1760,你是對咧講啥？,你是在說什麼？
1761,你攏好無？,你一切都還好嗎？
1762,免傷心，會過去。,別難過，會過去的。
1763,你家住佇哪位？,你家住哪裡？
1764,食飽就好眠啦。,吃飽就好睡啦。
1765,你講得真有影。,你講得真的有道理。
1766,咱欲去行街無？,我們要去逛街嗎？
1767,你攏好無？,你一切都還好嗎？
1768,這杯咖啡真香。,這杯咖啡真香。
1769,我幫你問問看。,我幫你問看看。
1770,我嘛有同款想法。,我也有一樣的想法。
1771,講慢一點，我會曉。,說慢一點，我會懂。
1772,這件代誌無簡單。,這件事不簡單。
1773,我嘛有同款想法。,我也有一樣的想法。
1774,今仔日心情真好。,今天心情很好。
1775,攏好攏好，毋免驚。,都好都好，不用怕。
1776,我幫你問問看。,我幫你問看看。
1777,今仔日有空無？,你今天有空嗎？
1778,你有閒來坐一下。,你有空來坐坐。
1779,講話攏真有禮貌。,講話都很有禮貌。
1780,下次我請你。,下次我請你吃飯。
1781,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
1782,這是好機會。,這是一個好機會。
1783,我嘛有相款的經驗。,我也有類似的經驗。
1784,恁細漢真乖喔。,你小孩真乖喔。
1785,今仔日天氣真好。,今天天氣真好。
1786,慢慢來，無關係。,慢慢來，沒關係。
1787,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
1788,看情形再講啦。,看情況再說啦。
1789,我幫你問問看。,我幫你問看看。
1790,咱來討論一下。,我們來討論一下。
1791,這杯咖啡真香。,這杯咖啡真香。
1792,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1793,恁家內攏好無？,你家裡都好嗎？
1794,你有咧做啥代誌？,你在做什麼事？
1795,這件代誌交予我。,這件事交給我。
1796,下擺再約出來食飯。,下次再約出來吃飯。
1797,你講得真有影。,你講得真的有道理。
1798,這是啥物意思？,這是什麼意思？
1799,你欲佮我作伴去無？,你要跟我一起去嗎？
1800,你攏好無？,你一切都還好嗎？
1801,毋通做彼款代誌。,不要做那種事。
1802,你欲食啥菜色？,你想吃什麼菜？
1803,無關係，慢慢講。,沒關係，慢慢說。
1804,歡迎你來阮厝。,歡迎你來我家。
1805,我會再考慮看看。,我會再想一想。
1806,下次我請你。,下次我請你吃飯。
1807,真歡喜見到你。,很高興見到你。
1808,我感覺真親切。,我覺得很親切。
1809,彼件事已經過矣。,那件事已經過去了。
1810,這是啥物意思？,這是什麼意思？
1811,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1812,毋通做彼款代誌。,不要做那種事。
1813,你是對咧講啥？,你是在說什麼？
1814,我攏聽有啦。,我都有聽懂啦。
1815,攏總攏是你啦！,全都是你的錯啦！
1816,我攏聽有啦。,我都有聽懂啦。
1817,伊講話真有道理。,他講話真有道理。
1818,你是對咧講啥？,你是在說什麼？
1819,彼條路真難行。,那條路真的不好走。
1820,毋通做彼款代誌。,不要做那種事。
1821,我攏照顧好矣。,我都照顧好了。
1822,攏總攏是你啦！,全都是你的錯啦！
1823,這馬欲開始矣。,現在要開始了。
1824,慢慢來，無關係。,慢慢來，沒關係。
1825,慢慢來，無關係。,慢慢來，沒關係。
1826,下雨天攏無人出門。,下雨天大家都不出門。
1827,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1828,請你再講一遍。,請你再說一遍。
1829,這是我的心意。,這是我的一點心意。
1830,歡迎你來阮厝。,歡迎你來我家。
1831,咱明仔載再聯絡。,我們明天再聯絡吧。
1832,免驚，有我佇咧。,別怕，有我在。
1833,我陪你走一段。,我陪你走一段路。
1834,我幫你問問看。,我幫你問看看。
1835,免傷心，會過去。,別難過，會過去的。
1836,恁家內攏好無？,你家裡都好嗎？
1837,你是對咧講啥？,你是在說什麼？
1838,我攏聽有啦。,我都有聽懂啦。
1839,真久無見了。,好久不見了。
1840,你欲食啥菜色？,你想吃什麼菜？
1841,免傷心，會過去。,別難過，會過去的。
1842,真久無見了。,好久不見了。
1843,真歡喜見到你。,很高興見到你。
1844,你欲佮我作伴去無？,你要跟我一起去嗎？
1845,這馬是欲按怎？,現在該怎麼辦？
1846,咱來討論一下。,我們來討論一下。
1847,這是你愛的物件無？,這是你喜歡的東西嗎？
1848,這是啥物意思？,這是什麼意思？
1849,你感覺如何？,你感覺怎麼樣？
1850,我攏有聽清楚啦。,我都有聽清楚啦。
1851,彼件衫真合你穿。,那件衣服很適合你穿。
1852,這是好機會。,這是一個好機會。
1853,這是我的心意。,這是我的一點心意。
1854,你欲食啥菜色？,你想吃什麼菜？
1855,恁細漢真乖喔。,你小孩真乖喔。
1856,你好啊，最近好無？,你好啊，最近還好嗎？
1857,恁老母身體好無？,你媽媽身體還好嗎？
1858,下擺再約出來食飯。,下次再約出來吃飯。
1859,你有看著彼齣戲無？,你有看那齣戲嗎？
1860,你有咧做啥代誌？,你在做什麼事？
1861,你有閒來坐一下。,你有空來坐坐。
1862,下次我請你。,下次我請你吃飯。
1863,這攤我請就好。,這頓我請客就好。
1864,下次我請你。,下次我請你吃飯。
1865,看情形再講啦。,看情況再說啦。
1866,你咧想咩代誌？,你在想什麼事情？
1867,恁細漢真乖喔。,你小孩真乖喔。
1868,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
1869,咱來食甜點好無？,我們來吃點甜點好嗎？
1870,你講的是對的。,你說的是對的。
1871,我嘛攏有準備好矣。,我也都準備好了。
1872,真久無見了。,好久不見了。
1873,你咧想咩代誌？,你在想什麼事情？
1874,伊講話真有趣。,他說話真有趣。
1875,你欲佮我作伴去無？,你要跟我一起去嗎？
1876,這是你愛的物件無？,這是你喜歡的東西嗎？
1877,咱來加油一下。,我們來加油一下吧。
1878,咱欲去行街無？,我們要去逛街嗎？
1879,下擺再約出來食飯。,下次再約出來吃飯。
1880,咱明仔載再聯絡。,我們明天再聯絡吧。
1881,我攏有聽清楚啦。,我都有聽清楚啦。
1882,下雨天攏無人出門。,下雨天大家都不出門。
1883,我嘛攏有準備啦。,我也都準備好了啦。
1884,伊看起來真熟似。,他看起來很面熟。
1885,毋通做彼款代誌。,不要做那種事。
1886,你有閒來坐一下。,你有空來坐坐。
1887,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
1888,咱來討論一下。,我們來討論一下。
1889,攏是天註定的。,都是命中註定的。
1890,今仔日天氣真好。,今天天氣真好。
1891,今仔日心情真好。,今天心情很好。
1892,你有看著彼齣戲無？,你有看那齣戲嗎？
1893,我會再考慮看看。,我會再想一想。
1894,恁家內攏好無？,你家裡都好嗎？
1895,你有看著彼齣戲無？,你有看那齣戲嗎？
1896,攏是天註定的。,都是命中註定的。
1897,彼件事已經過矣。,那件事已經過去了。
1898,咱來加油一下。,我們來加油一下吧。
1899,下雨天攏無人出門。,下雨天大家都不出門。
1900,彼條路真難行。,那條路真的不好走。
1901,你講慢一點好無？,你可以講慢一點嗎？
1902,你講得真有影。,你講得真的有道理。
1903,這件代誌交予我。,這件事交給我。
1904,你欲食啥菜色？,你想吃什麼菜？
1905,你家住佇哪位？,你家住哪裡？
1906,真感謝你幫忙。,真的很謝謝你幫忙。
1907,恁老母身體好無？,你媽媽身體還好嗎？
1908,彼件事已經過矣。,那件事已經過去了。
1909,彼條路真難行。,那條路真的不好走。
1910,這馬欲開始矣。,現在要開始了。
1911,有咩代誌攏好講。,有什麼事都可以說。
1912,無關係，慢慢講。,沒關係，慢慢說。
1913,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1914,講慢一點，我會曉。,說慢一點，我會懂。
1915,你欲食啥菜色？,你想吃什麼菜？
1916,你是欲去佗位？,你要去哪裡？
1917,你講慢一點好無？,你可以講慢一點嗎？
1918,你講的是對的。,你說的是對的。
1919,講話攏真有禮貌。,講話都很有禮貌。
1920,恁老母身體好無？,你媽媽身體還好嗎？
1921,我嘛攏有準備好矣。,我也都準備好了。
1922,有咩代誌攏好講。,有什麼事都可以說。
1923,攏是天註定的。,都是命中註定的。
1924,咱明仔載再聯絡。,我們明天再聯絡吧。
1925,免驚，有我佇咧。,別怕，有我在。
1926,我欲去市場買菜。,我要去市場買菜。
1927,你講的是對的。,你說的是對的。
1928,伊講話真有趣。,他說話真有趣。
1929,你講得真有影。,你講得真的有道理。
1930,這攤攏算我的。,這頓我來付錢。
1931,我嘛攏有準備啦。,我也都準備好了啦。
1932,你講慢一點好無？,你可以講慢一點嗎？
1933,今仔日天氣真好。,今天天氣真好。
1934,伊看起來真熟似。,他看起來很面熟。
1935,做事要有耐心。,做事要有耐心。
1936,今仔日有空無？,你今天有空嗎？
1937,這是啥物意思？,這是什麼意思？
1938,咱來食甜點好無？,我們來吃點甜點好嗎？
1939,你家住佇哪位？,你家住哪裡？
1940,你感覺如何？,你感覺怎麼樣？
1941,你欲食啥菜色？,你想吃什麼菜？
1942,咱來加油一下。,我們來加油一下吧。
1943,這杯咖啡真香。,這杯咖啡真香。
1944,你好啊，最近好無？,你好啊，最近還好嗎？
1945,你講慢一點好無？,你可以講慢一點嗎？
1946,你有閒來坐一下。,你有空來坐坐。
1947,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1948,這杯咖啡真香。,這杯咖啡真香。
1949,這杯咖啡真香。,這杯咖啡真香。
1950,食飽就好眠啦。,吃飽就好睡啦。
1951,毋免客氣啦。,不用客氣啦。
1952,伊講話真有趣。,他說話真有趣。
1953,你有閒來坐一下。,你有空來坐坐。
1954,你是欲去佗位？,你要去哪裡？
1955,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
1956,真久無見了。,好久不見了。
1957,我嘛攏有準備好矣。,我也都準備好了。
1958,你食飽未？,你吃飽了嗎？
1959,你講的是對的。,你說的是對的。
1960,咱來佇這裡坐一下。,我們在這邊坐一下吧。
1961,伊攏照顧咱全家。,他照顧我們全家。
1962,真感謝你幫忙。,真的很謝謝你幫忙。
1963,你咧想咩代誌？,你在想什麼事情？
1964,咱來食甜點好無？,我們來吃點甜點好嗎？
1965,講慢一點，我會曉。,說慢一點，我會懂。
1966,我欲先轉去了。,我要先回去了。
1967,伊攏照顧咱全家。,他照顧我們全家。
1968,你感覺如何？,你感覺怎麼樣？
1969,慢慢來，無關係。,慢慢來，沒關係。
1970,這件代誌無簡單。,這件事不簡單。
1971,真歡喜見到你。,很高興見到你。
1972,你講得真有影。,你講得真的有道理。
1973,伊看起來真熟似。,他看起來很面熟。
1974,我嘛有同款想法。,我也有一樣的想法。
1975,講話攏真有禮貌。,講話都很有禮貌。
1976,這是你愛的物件無？,這是你喜歡的東西嗎？
1977,彼件衫真合你穿。,那件衣服很適合你穿。
1978,這是啥物意思？,這是什麼意思？
1979,你是對咧講啥？,你是在說什麼？
1980,講慢一點，我會曉。,說慢一點，我會懂。
1981,攏是天註定的。,都是命中註定的。
1982,咱明仔載再聯絡。,我們明天再聯絡吧。
1983,我嘛攏有準備好矣。,我也都準備好了。
1984,我嘛有相款的經驗。,我也有類似的經驗。
1985,彼條路真難行。,那條路真的不好走。
1986,有啥需要攏會曉。,有什麼需要我都知道。
1987,這是好機會。,這是一個好機會。
1988,這是啥物意思？,這是什麼意思？
1989,你有咧做啥代誌？,你在做什麼事？
1990,真歡喜見到你。,很高興見到你。
1991,毋通緊張啦。,不要緊張啦。
1992,你講得真有影。,你講得真的有道理。
1993,你人真好。,你人真的很好。
1994,你食飽未？,你吃飽了嗎？
1995,這是你愛的物件無？,這是你喜歡的東西嗎？
1996,這馬是欲按怎？,現在該怎麼辦？
1997,你好啊，最近好無？,你好啊，最近還好嗎？
1998,恁細漢真乖喔。,你小孩真乖喔。
1999,看情形再講啦。,看情況再說啦。
2000,這攤我請就好。,這頓我請客就好。
2001,做事要有耐心。,做事要有耐心。
2002,彼件事已經過矣。,那件事已經過去了。
2003,你攏好無？,你一切都還好嗎？
2004,來，咱來切磋一下。,來，我們來交流一下。
2005,下次我請你。,下次我請你吃飯。
2006,我攏照顧好矣。,我都照顧好了。
2007,咱來討論一下。,我們來討論一下。
2008,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
2009,我欲先轉去了。,我要先回去了。
2010,咱欲去行街無？,我們要去逛街嗎？
2011,免驚，有我佇咧。,別怕，有我在。
2012,你有閒來坐一下。,你有空來坐坐。
2013,毋免客氣啦。,不用客氣啦。
2014,你講的是對的。,你說的是對的。
2015,攏是天註定的。,都是命中註定的。
2016,歡迎你來阮厝。,歡迎你來我家。
2017,恁細漢真乖喔。,你小孩真乖喔。
2018,講慢一點，我會曉。,說慢一點，我會懂。
2019,你有閒來坐一下。,你有空來坐坐。
2020,我攏聽有啦。,我都有聽懂啦。
2021,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
2022,攏好攏好，毋免驚。,都好都好，不用怕。
2023,我陪你去醫院。,我陪你去醫院。
2024,這攤我請就好。,這頓我請客就好。
2025,這是好機會。,這是一個好機會。
2026,真歡喜見到你。,很高興見到你。
2027,來，咱來切磋一下。,來，我們來交流一下。
2028,彼條路真難行。,那條路真的不好走。
2029,這件代誌無簡單。,這件事不簡單。
2030,你咧想咩代誌？,你在想什麼事情？
2031,我感覺真親切。,我覺得很親切。
2032,我陪你去醫院。,我陪你去醫院。
2033,我幫你問問看。,我幫你問看看。
2034,無關係，慢慢講。,沒關係，慢慢說。
2035,你有咧做啥代誌？,你在做什麼事？
2036,免驚，有我佇咧。,別怕，有我在。
2037,看情形再講啦。,看情況再說啦。
2038,攏是天註定的。,都是命中註定的。
2039,伊講話真有趣。,他說話真有趣。
2040,真感謝你幫忙。,真的很謝謝你幫忙。
2041,你感覺如何？,你感覺怎麼樣？
2042,這是你愛的物件無？,這是你喜歡的東西嗎？
2043,真感謝你幫忙。,真的很謝謝你幫忙。
2044,咱明仔載再聯絡。,我們明天再聯絡吧。
2045,這陣子攏做啥？,最近都在做什麼？
2046,下擺再約出來食飯。,下次再約出來吃飯。
2047,我會再考慮看看。,我會再想一想。
2048,你攏好無？,你一切都還好嗎？
2049,你有閒來坐一下。,你有空來坐坐。
2050,我嘛攏有準備啦。,我也都準備好了啦。
2051,真歡喜見到你。,很高興見到你。
2052,下擺再約出來食飯。,下次再約出來吃飯。
2053,這陣子攏做啥？,最近都在做什麼？
2054,做事要有耐心。,做事要有耐心。
2055,伊講話真有趣。,他說話真有趣。
2056,伊攏照顧咱全家。,他照顧我們全家。
2057,咱來討論一下。,我們來討論一下。
2058,我嘛有同款想法。,我也有一樣的想法。
2059,我攏有聽清楚啦。,我都有聽清楚啦。
2060,這件代誌無簡單。,這件事不簡單。
2061,恁爸有在厝無？,你爸在家嗎？
2062,這是你愛的物件無？,這是你喜歡的東西嗎？
2063,這陣子攏做啥？,最近都在做什麼？
2064,下擺再約出來食飯。,下次再約出來吃飯。
2065,我嘛有相款的經驗。,我也有類似的經驗。
2066,你食飽未？,你吃飽了嗎？
2067,毋通做彼款代誌。,不要做那種事。
2068,有代誌就直直講。,有事就直說吧。
2069,恁家內攏好無？,你家裡都好嗎？
2070,恁細漢真乖喔。,你小孩真乖喔。
2071,慢慢來，無關係。,慢慢來，沒關係。
2072,你家住佇哪位？,你家住哪裡？
2073,真歡喜見到你。,很高興見到你。
2074,你人真好。,你人真的很好。
2075,有啥需要攏會曉。,有什麼需要我都知道。
2076,伊看起來真熟似。,他看起來很面熟。
2077,伊講話真有道理。,他講話真有道理。
2078,我陪你去醫院。,我陪你去醫院。
2079,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
2080,講話攏真有禮貌。,講話都很有禮貌。
2081,我嘛有同款想法。,我也有一樣的想法。
2082,我陪你走一段。,我陪你走一段路。
2083,你感覺如何？,你感覺怎麼樣？
2084,有代誌就直直講。,有事就直說吧。
2085,我嘛攏有準備啦。,我也都準備好了啦。
2086,你有閒來坐一下。,你有空來坐坐。
2087,你講的是對的。,你說的是對的。
2088,我嘛攏有準備好矣。,我也都準備好了。
2089,你欲佮我作伴去無？,你要跟我一起去嗎？
2090,攏總攏是你啦！,全都是你的錯啦！
2091,咱來加油一下。,我們來加油一下吧。
2092,你佇做咩代誌？,你在忙什麼？
2093,你咧想咩代誌？,你在想什麼事情？
2094,你講的是對的。,你說的是對的。
2095,下次我請你。,下次我請你吃飯。
2096,真歡喜見到你。,很高興見到你。
2097,有啥需要攏會曉。,有什麼需要我都知道。
2098,來，恁嘛坐啦。,來，你也坐吧。
2099,彼件衫真合你穿。,那件衣服很適合你穿。
2100,講話攏真有禮貌。,講話都很有禮貌。
2101,彼件衫真合你穿。,那件衣服很適合你穿。
2102,毋通緊張啦。,不要緊張啦。
2103,那馬幾點矣？,現在幾點了？
2104,今仔日心情真好。,今天心情很好。
2105,我攏照顧好矣。,我都照顧好了。
2106,咱明仔載再聯絡。,我們明天再聯絡吧。
2107,慢慢來，無關係。,慢慢來，沒關係。
2108,請你再講一遍。,請你再說一遍。
2109,你攏好無？,你一切都還好嗎？
2110,今仔日有空無？,你今天有空嗎？
2111,攏好攏好，毋免驚。,都好都好，不用怕。
2112,這攤攏算我的。,這頓我來付錢。
2113,慢慢來，無關係。,慢慢來，沒關係。
2114,講話攏真有禮貌。,講話都很有禮貌。
2115,好久無見，想你了。,好久沒見到你，想你了。
2116,這是我的心意。,這是我的一點心意。
2117,我嘛有同款想法。,我也有一樣的想法。
2118,恁老母身體好無？,你媽媽身體還好嗎？
2119,你佇做咩代誌？,你在忙什麼？
2120,咱來食甜點好無？,我們來吃點甜點好嗎？
2121,我欲去市場買菜。,我要去市場買菜。
2122,你咧想咩代誌？,你在想什麼事情？
2123,這件代誌無簡單。,這件事不簡單。
2124,咱來食甜點好無？,我們來吃點甜點好嗎？
2125,這件代誌無簡單。,這件事不簡單。
2126,這攤攏算我的。,這頓我來付錢。
2127,我欲去市場買菜。,我要去市場買菜。
2128,咱來佇這裡坐一下。,我們在這邊坐一下吧。
2129,這是你愛的物件無？,這是你喜歡的東西嗎？
2130,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
2131,攏總攏是你啦！,全都是你的錯啦！
2132,這馬是欲按怎？,現在該怎麼辦？
2133,我嘛攏有準備好矣。,我也都準備好了。
2134,你是欲去佗位？,你要去哪裡？
2135,真歡喜見到你。,很高興見到你。
2136,你佇做咩代誌？,你在忙什麼？
2137,你咧想咩代誌？,你在想什麼事情？
2138,下次我請你。,下次我請你吃飯。
2139,你是對咧講啥？,你是在說什麼？
2140,那馬幾點矣？,現在幾點了？
2141,你講慢一點好無？,你可以講慢一點嗎？
2142,你咧想咩代誌？,你在想什麼事情？
2143,我陪你走一段。,我陪你走一段路。
2144,好久無見，想你了。,好久沒見到你，想你了。
2145,彼件衫真合你穿。,那件衣服很適合你穿。
2146,有代誌就直直講。,有事就直說吧。
2147,咱來加油一下。,我們來加油一下吧。
2148,彼件衫真合你穿。,那件衣服很適合你穿。
2149,咱來食甜點好無？,我們來吃點甜點好嗎？
2150,我感覺真親切。,我覺得很親切。
2151,今仔日天氣真好。,今天天氣真好。
2152,恁爸有在厝無？,你爸在家嗎？
2153,講慢一點，我會曉。,說慢一點，我會懂。
2154,你有閒來坐一下。,你有空來坐坐。
2155,有咩代誌攏好講。,有什麼事都可以說。
2156,來，恁嘛坐啦。,來，你也坐吧。
2157,你講慢一點好無？,你可以講慢一點嗎？
2158,今仔日心情真好。,今天心情很好。
2159,你是對咧講啥？,你是在說什麼？
2160,這陣子攏做啥？,最近都在做什麼？
2161,毋通緊張啦。,不要緊張啦。
2162,彼件事已經過矣。,那件事已經過去了。
2163,講慢一點，我會曉。,說慢一點，我會懂。
2164,這攤攏算我的。,這頓我來付錢。
2165,伊講話真有道理。,他講話真有道理。
2166,這件代誌交予我。,這件事交給我。
2167,這杯咖啡真香。,這杯咖啡真香。
2168,我嘛攏有準備啦。,我也都準備好了啦。
2169,你有閒來坐一下。,你有空來坐坐。
2170,你是欲去佗位？,你要去哪裡？
2171,毋通做彼款代誌。,不要做那種事。
2172,恁爸有在厝無？,你爸在家嗎？
2173,你有閒來坐一下。,你有空來坐坐。
2174,咱來加油一下。,我們來加油一下吧。
2175,恁爸有在厝無？,你爸在家嗎？
2176,我攏聽有啦。,我都有聽懂啦。
2177,彼件事已經過矣。,那件事已經過去了。
2178,這馬是欲按怎？,現在該怎麼辦？
2179,你感覺如何？,你感覺怎麼樣？
2180,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
2181,我嘛有相款的經驗。,我也有類似的經驗。
2182,你講慢一點好無？,你可以講慢一點嗎？
2183,免傷心，會過去。,別難過，會過去的。
2184,這杯咖啡真香。,這杯咖啡真香。
2185,毋免客氣啦。,不用客氣啦。
2186,伊講話真有道理。,他講話真有道理。
2187,下雨天攏無人出門。,下雨天大家都不出門。
2188,你是對咧講啥？,你是在說什麼？
2189,伊講話真有趣。,他說話真有趣。
2190,恁家內攏好無？,你家裡都好嗎？
2191,今仔日有空無？,你今天有空嗎？
2192,今仔日心情真好。,今天心情很好。
2193,這件代誌無簡單。,這件事不簡單。
2194,這件代誌交予我。,這件事交給我。
2195,恁細漢真乖喔。,你小孩真乖喔。
2196,這攤攏算我的。,這頓我來付錢。
2197,伊攏照顧咱全家。,他照顧我們全家。
2198,免驚，有我佇咧。,別怕，有我在。
2199,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
2200,彼條路真難行。,那條路真的不好走。
2201,恁爸有在厝無？,你爸在家嗎？
2202,你好啊，最近好無？,你好啊，最近還好嗎？
2203,來，恁嘛坐啦。,來，你也坐吧。
2204,咱來佇這裡坐一下。,我們在這邊坐一下吧。
2205,有啥需要攏會曉。,有什麼需要我都知道。
2206,咱來加油一下。,我們來加油一下吧。
2207,你佇做咩代誌？,你在忙什麼？
2208,咱來加油一下。,我們來加油一下吧。
2209,攏好攏好，毋免驚。,都好都好，不用怕。
2210,彼件事已經過矣。,那件事已經過去了。
2211,伊看起來真熟似。,他看起來很面熟。
2212,伊講話真有道理。,他講話真有道理。
2213,你咧想咩代誌？,你在想什麼事情？
2214,我陪你走一段。,我陪你走一段路。
2215,我會再考慮看看。,我會再想一想。
2216,你咧想咩代誌？,你在想什麼事情？
2217,做事要有耐心。,做事要有耐心。
2218,恁老母身體好無？,你媽媽身體還好嗎？
2219,你感覺如何？,你感覺怎麼樣？
2220,看情形再講啦。,看情況再說啦。
2221,我嘛有同款想法。,我也有一樣的想法。
2222,你攏好無？,你一切都還好嗎？
2223,恁家內攏好無？,你家裡都好嗎？
2224,真久無見了。,好久不見了。
2225,這是你愛的物件無？,這是你喜歡的東西嗎？
2226,你感覺如何？,你感覺怎麼樣？
2227,伊攏照顧咱全家。,他照顧我們全家。
2228,咱來食甜點好無？,我們來吃點甜點好嗎？
2229,這杯咖啡真香。,這杯咖啡真香。
2230,我嘛攏有準備好矣。,我也都準備好了。
2231,咱來食甜點好無？,我們來吃點甜點好嗎？
2232,毋通緊張啦。,不要緊張啦。
2233,咱來食甜點好無？,我們來吃點甜點好嗎？
2234,毋免客氣啦。,不用客氣啦。
2235,咱來食甜點好無？,我們來吃點甜點好嗎？
2236,來，恁嘛坐啦。,來，你也坐吧。
2237,攏是天註定的。,都是命中註定的。
2238,我欲去市場買菜。,我要去市場買菜。
2239,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
2240,來，恁嘛坐啦。,來，你也坐吧。
2241,你欲食啥菜色？,你想吃什麼菜？
2242,今仔日心情真好。,今天心情很好。
2243,你家住佇哪位？,你家住哪裡？
2244,攏是天註定的。,都是命中註定的。
2245,咱來食甜點好無？,我們來吃點甜點好嗎？
2246,你有閒來坐一下。,你有空來坐坐。
2247,你好啊，最近好無？,你好啊，最近還好嗎？
2248,我嘛有相款的經驗。,我也有類似的經驗。
2249,恁老母身體好無？,你媽媽身體還好嗎？
2250,伊看起來真熟似。,他看起來很面熟。
2251,這是啥物意思？,這是什麼意思？
2252,真久無見了。,好久不見了。
2253,請你再講一遍。,請你再說一遍。
2254,你講得真有影。,你講得真的有道理。
2255,食飽就好眠啦。,吃飽就好睡啦。
2256,你食飽未？,你吃飽了嗎？
2257,這是好機會。,這是一個好機會。
2258,攏總攏是你啦！,全都是你的錯啦！
2259,有啥需要攏會曉。,有什麼需要我都知道。
2260,請你再講一遍。,請你再說一遍。
2261,這是好機會。,這是一個好機會。
2262,這攤攏算我的。,這頓我來付錢。
2263,我攏聽有啦。,我都有聽懂啦。
2264,我攏照顧好矣。,我都照顧好了。
2265,看情形再講啦。,看情況再說啦。
2266,這件代誌交予我。,這件事交給我。
2267,彼件事已經過矣。,那件事已經過去了。
