id,phrase,translation
1271,毋通做彼款代誌。,不要做那種事。
1272,咱明仔載再聯絡。,我們明天再聯絡吧。
1273,下擺再約出來食飯。,下次再約出來吃飯。
1274,做事要有耐心。,做事要有耐心。
1275,你人真好。,你人真的很好。
1276,你有看著彼齣戲無？,你有看那齣戲嗎？
1277,你講得真有影。,你講得真的有道理。
1278,食飽就好眠啦。,吃飽就好睡啦。
1279,你是欲去佗位？,你要去哪裡？
1280,這攤攏算我的。,這頓我來付錢。
1281,下次我請你。,下次我請你吃飯。
1282,這杯咖啡真香。,這杯咖啡真香。
1283,伊講話真有趣。,他說話真有趣。
1284,你人真好。,你人真的很好。
1285,下雨天攏無人出門。,下雨天大家都不出門。
1286,慢慢來，無關係。,慢慢來，沒關係。
1287,我陪你走一段。,我陪你走一段路。
1288,有咩代誌攏好講。,有什麼事都可以說。
1289,無關係，慢慢講。,沒關係，慢慢說。
1290,有啥需要攏會曉。,有什麼需要我都知道。
1291,伊看起來真熟似。,他看起來很面熟。
1292,這是我的心意。,這是我的一點心意。
1293,毋通做彼款代誌。,不要做那種事。
1294,咱明仔載再聯絡。,我們明天再聯絡吧。
1295,下擺再約出來食飯。,下次再約出來吃飯。
1296,下擺再約出來食飯。,下次再約出來吃飯。
1297,好久無見，想你了。,好久沒見到你，想你了。
1298,我陪你走一段。,我陪你走一段路。
1299,咱來加油一下。,我們來加油一下吧。
1300,我欲去市場買菜。,我要去市場買菜。
1301,這馬是欲按怎？,現在該怎麼辦？
1302,毋通緊張啦。,不要緊張啦。
1303,這馬欲開始矣。,現在要開始了。
1304,你是欲去佗位？,你要去哪裡？
1305,你是欲去佗位？,你要去哪裡？
1306,我攏照顧好矣。,我都照顧好了。
1307,下次我請你。,下次我請你吃飯。
1308,下雨天攏無人出門。,下雨天大家都不出門。
1309,這馬是欲按怎？,現在該怎麼辦？
1310,你欲佮我作伴去無？,你要跟我一起去嗎？
1311,你人真好。,你人真的很好。
1312,有啥需要攏會曉。,有什麼需要我都知道。
1313,有代誌就直直講。,有事就直說吧。
1314,攏總攏是你啦！,全都是你的錯啦！
1315,你佇做咩代誌？,你在忙什麼？
1316,這件代誌交予我。,這件事交給我。
1317,這攤我請就好。,這頓我請客就好。
1318,恁爸有在厝無？,你爸在家嗎？
1319,好久無見，想你了。,好久沒見到你，想你了。
1320,你講得真有影。,你講得真的有道理。
1321,咱來加油一下。,我們來加油一下吧。
1322,這杯咖啡真香。,這杯咖啡真香。
1323,你講的是對的。,你說的是對的。
1324,你佇做咩代誌？,你在忙什麼？
1325,你有咧做啥代誌？,你在做什麼事？
1326,我欲先轉去了。,我要先回去了。
1327,今仔日有空無？,你今天有空嗎？
1328,有代誌就直直講。,有事就直說吧。
1329,這杯咖啡真香。,這杯咖啡真香。
1330,看情形再講啦。,看情況再說啦。
1331,這陣子攏做啥？,最近都在做什麼？
1332,我會再考慮看看。,我會再想一想。
1333,我欲去市場買菜。,我要去市場買菜。
1334,你佇做咩代誌？,你在忙什麼？
1335,這馬是欲按怎？,現在該怎麼辦？
1336,咱欲去行街無？,我們要去逛街嗎？
1337,毋通緊張啦。,不要緊張啦。
1338,咱來佇這裡坐一下。,我們在這邊坐一下吧。
1339,那馬幾點矣？,現在幾點了？
1340,真感謝你幫忙。,真的很謝謝你幫忙。
1341,做事要有耐心。,做事要有耐心。
1342,毋免客氣啦。,不用客氣啦。
1343,你感覺如何？,你感覺怎麼樣？
1344,伊講話真有道理。,他講話真有道理。
1345,有代誌就直直講。,有事就直說吧。
1346,我會再考慮看看。,我會再想一想。
1347,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1348,阮是老朋友矣。,我們是老朋友了。
1349,你有看著彼齣戲無？,你有看那齣戲嗎？
1350,毋通做彼款代誌。,不要做那種事。
1351,你是對咧講啥？,你是在說什麼？
1352,那馬幾點矣？,現在幾點了？
1353,攏是天註定的。,都是命中註定的。
1354,這件代誌交予我。,這件事交給我。
1355,毋通緊張啦。,不要緊張啦。
1356,彼件衫真合你穿。,那件衣服很適合你穿。
1357,我攏有聽清楚啦。,我都有聽清楚啦。
1358,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
1359,彼件衫真合你穿。,那件衣服很適合你穿。
1360,你講得真有影。,你講得真的有道理。
1361,這是好機會。,這是一個好機會。
1362,彼件衫真合你穿。,那件衣服很適合你穿。
1363,這是你愛的物件無？,這是你喜歡的東西嗎？
1364,攏總攏是你啦！,全都是你的錯啦！
1365,咱來食甜點好無？,我們來吃點甜點好嗎？
1366,這攤攏算我的。,這頓我來付錢。
1367,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
1368,我攏聽有啦。,我都有聽懂啦。
1369,彼件事已經過矣。,那件事已經過去了。
1370,下擺再約出來食飯。,下次再約出來吃飯。
1371,無關係，慢慢講。,沒關係，慢慢說。
1372,下擺再約出來食飯。,下次再約出來吃飯。
1373,這件代誌交予我。,這件事交給我。
1374,恁老母身體好無？,你媽媽身體還好嗎？
1375,真歡喜見到你。,很高興見到你。
1376,毋通做彼款代誌。,不要做那種事。
1377,你欲食啥菜色？,你想吃什麼菜？
1378,你咧想咩代誌？,你在想什麼事情？
1379,真歡喜見到你。,很高興見到你。
1380,你有閒來坐一下。,你有空來坐坐。
1381,做事要有耐心。,做事要有耐心。
1382,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
1383,咱來食甜點好無？,我們來吃點甜點好嗎？
1384,我攏照顧好矣。,我都照顧好了。
1385,恁爸有在厝無？,你爸在家嗎？
1386,有咩代誌攏好講。,有什麼事都可以說。
1387,這件代誌無簡單。,這件事不簡單。
1388,恁家內攏好無？,你家裡都好嗎？
1389,毋通緊張啦。,不要緊張啦。
1390,你有看著彼齣戲無？,你有看那齣戲嗎？
1391,好久無見，想你了。,好久沒見到你，想你了。
1392,攏好攏好，毋免驚。,都好都好，不用怕。
1393,伊攏照顧咱全家。,他照顧我們全家。
1394,這是我的心意。,這是我的一點心意。
1395,我攏照顧好矣。,我都照顧好了。
1396,你講得真有影。,你講得真的有道理。
1397,咱來食甜點好無？,我們來吃點甜點好嗎？
1398,我欲去市場買菜。,我要去市場買菜。
1399,這攤我請就好。,這頓我請客就好。
1400,攏總攏是你啦！,全都是你的錯啦！
1401,這陣子攏做啥？,最近都在做什麼？
1402,彼件事已經過矣。,那件事已經過去了。
1403,我感覺真親切。,我覺得很親切。
1404,你食飽未？,你吃飽了嗎？
1405,這馬是欲按怎？,現在該怎麼辦？
1406,恁細漢真乖喔。,你小孩真乖喔。
1407,你好啊，最近好無？,你好啊，最近還好嗎？
1408,我陪你走一段。,我陪你走一段路。
1409,咱來加油一下。,我們來加油一下吧。
1410,這件代誌無簡單。,這件事不簡單。
1411,今仔日天氣真好。,今天天氣真好。
1412,這攤我請就好。,這頓我請客就好。
1413,你有咧做啥代誌？,你在做什麼事？
1414,今仔日天氣真好。,今天天氣真好。
1415,歡迎你來阮厝。,歡迎你來我家。
1416,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1417,我陪你走一段。,我陪你走一段路。
1418,我感覺真親切。,我覺得很親切。
1419,你咧想咩代誌？,你在想什麼事情？
1420,這杯咖啡真香。,這杯咖啡真香。
1421,攏好攏好，毋免驚。,都好都好，不用怕。
1422,真久無見了。,好久不見了。
1423,我感覺真親切。,我覺得很親切。
1424,這馬欲開始矣。,現在要開始了。
1425,你攏好無？,你一切都還好嗎？
1426,你家住佇哪位？,你家住哪裡？
1427,咱來加油一下。,我們來加油一下吧。
1428,我欲去市場買菜。,我要去市場買菜。
1429,阮是老朋友矣。,我們是老朋友了。
1430,你有看著彼齣戲無？,你有看那齣戲嗎？
1431,攏好攏好，毋免驚。,都好都好，不用怕。
1432,這馬欲開始矣。,現在要開始了。
1433,下次我請你。,下次我請你吃飯。
1434,我嘛有同款想法。,我也有一樣的想法。
1435,這是你愛的物件無？,這是你喜歡的東西嗎？
1436,來，恁嘛坐啦。,來，你也坐吧。
1437,我陪你走一段。,我陪你走一段路。
1438,下擺再約出來食飯。,下次再約出來吃飯。
1439,我攏照顧好矣。,我都照顧好了。
1440,這是我的心意。,這是我的一點心意。
1441,我幫你問問看。,我幫你問看看。
1442,今仔日有空無？,你今天有空嗎？
1443,下擺再約出來食飯。,下次再約出來吃飯。
1444,你是欲去佗位？,你要去哪裡？
1445,咱來食甜點好無？,我們來吃點甜點好嗎？
1446,咱來佇這裡坐一下。,我們在這邊坐一下吧。
1447,彼條路真難行。,那條路真的不好走。
1448,攏好攏好，毋免驚。,都好都好，不用怕。
1449,下次我請你。,下次我請你吃飯。
1450,你佇做咩代誌？,你在忙什麼？
1451,我嘛攏有準備好矣。,我也都準備好了。
1452,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
1453,我感覺真親切。,我覺得很親切。
1454,毋通緊張啦。,不要緊張啦。
1455,今仔日心情真好。,今天心情很好。
1456,伊講話真有趣。,他說話真有趣。
1457,咱欲去行街無？,我們要去逛街嗎？
1458,你攏好無？,你一切都還好嗎？
1459,好久無見，想你了。,好久沒見到你，想你了。
1460,咱來討論一下。,我們來討論一下。
1461,歡迎你來阮厝。,歡迎你來我家。
1462,這是好機會。,這是一個好機會。
1463,彼件衫真合你穿。,那件衣服很適合你穿。
1464,這攤攏算我的。,這頓我來付錢。
1465,來，恁嘛坐啦。,來，你也坐吧。
1466,恁老母身體好無？,你媽媽身體還好嗎？
1467,我感覺真親切。,我覺得很親切。
1468,我陪你去醫院。,我陪你去醫院。
1469,食飽就好眠啦。,吃飽就好睡啦。
1470,我陪你走一段。,我陪你走一段路。
1471,這是你愛的物件無？,這是你喜歡的東西嗎？
1472,免傷心，會過去。,別難過，會過去的。
1473,我嘛有同款想法。,我也有一樣的想法。
1474,我陪你去醫院。,我陪你去醫院。
1475,我感覺真親切。,我覺得很親切。
1476,這是好機會。,這是一個好機會。
1477,攏總攏是你啦！,全都是你的錯啦！
1478,歡迎你來阮厝。,歡迎你來我家。
1479,這是我的心意。,這是我的一點心意。
1480,恁家內攏好無？,你家裡都好嗎？
1481,講慢一點，我會曉。,說慢一點，我會懂。
1482,你感覺如何？,你感覺怎麼樣？
1483,下次我請你。,下次我請你吃飯。
1484,我感覺真親切。,我覺得很親切。
1485,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1486,這是啥物意思？,這是什麼意思？
1487,我嘛有同款想法。,我也有一樣的想法。
1488,做事要有耐心。,做事要有耐心。
1489,阮是老朋友矣。,我們是老朋友了。
1490,今仔日心情真好。,今天心情很好。
1491,下次我請你。,下次我請你吃飯。
1492,我嘛有相款的經驗。,我也有類似的經驗。
1493,那馬幾點矣？,現在幾點了？
1494,你講慢一點好無？,你可以講慢一點嗎？
1495,伊看起來真熟似。,他看起來很面熟。
1496,食飽就好眠啦。,吃飽就好睡啦。
1497,恁家內攏好無？,你家裡都好嗎？
1498,彼件事已經過矣。,那件事已經過去了。
1499,我嘛攏有準備啦。,我也都準備好了啦。
1500,毋免客氣啦。,不用客氣啦。
1501,你有咧做啥代誌？,你在做什麼事？
1502,咱來食甜點好無？,我們來吃點甜點好嗎？
1503,你食飽未？,你吃飽了嗎？
1504,恁爸有在厝無？,你爸在家嗎？
1505,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1506,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1507,來，恁嘛坐啦。,來，你也坐吧。
1508,你欲佮我作伴去無？,你要跟我一起去嗎？
1509,我欲先轉去了。,我要先回去了。
1510,恁家內攏好無？,你家裡都好嗎？
1511,你是對咧講啥？,你是在說什麼？
1512,免驚，有我佇咧。,別怕，有我在。
1513,真久無見了。,好久不見了。
1514,這是好機會。,這是一個好機會。
1515,真感謝你幫忙。,真的很謝謝你幫忙。
1516,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1517,看情形再講啦。,看情況再說啦。
1518,毋通做彼款代誌。,不要做那種事。
1519,慢慢來，無關係。,慢慢來，沒關係。
1520,你好啊，最近好無？,你好啊，最近還好嗎？
1521,你講得真有影。,你講得真的有道理。
1522,你咧想咩代誌？,你在想什麼事情？
1523,免傷心，會過去。,別難過，會過去的。
1524,我攏有聽清楚啦。,我都有聽清楚啦。
1525,講慢一點，我會曉。,說慢一點，我會懂。
1526,彼件衫真合你穿。,那件衣服很適合你穿。
1527,那馬幾點矣？,現在幾點了？
1528,你家住佇哪位？,你家住哪裡？
1529,你家住佇哪位？,你家住哪裡？
1530,來，咱來切磋一下。,來，我們來交流一下。
1531,你好啊，最近好無？,你好啊，最近還好嗎？
1532,來，恁嘛坐啦。,來，你也坐吧。
1533,這馬欲開始矣。,現在要開始了。
1534,有咩代誌攏好講。,有什麼事都可以說。
1535,這是好機會。,這是一個好機會。
1536,咱明仔載再聯絡。,我們明天再聯絡吧。
1537,咱來加油一下。,我們來加油一下吧。
1538,咱來討論一下。,我們來討論一下。
1539,彼件事已經過矣。,那件事已經過去了。
1540,你家住佇哪位？,你家住哪裡？
1541,我陪你走一段。,我陪你走一段路。
1542,這陣子攏做啥？,最近都在做什麼？
1543,下次我請你。,下次我請你吃飯。
1544,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1545,阮是老朋友矣。,我們是老朋友了。
1546,咱來討論一下。,我們來討論一下。
1547,這是你愛的物件無？,這是你喜歡的東西嗎？
1548,這是你愛的物件無？,這是你喜歡的東西嗎？
1549,我嘛攏有準備啦。,我也都準備好了啦。
1550,我欲去市場買菜。,我要去市場買菜。
1551,真感謝你幫忙。,真的很謝謝你幫忙。
1552,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
1553,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
1554,來，恁嘛坐啦。,來，你也坐吧。
1555,你攏好無？,你一切都還好嗎？
1556,我陪你走一段。,我陪你走一段路。
1557,我攏照顧好矣。,我都照顧好了。
1558,歡迎你來阮厝。,歡迎你來我家。
1559,你人真好。,你人真的很好。
1560,你佇做咩代誌？,你在忙什麼？
1561,下次我請你。,下次我請你吃飯。
1562,你人真好。,你人真的很好。
1563,這馬欲開始矣。,現在要開始了。
1564,歡迎你來阮厝。,歡迎你來我家。
1565,我陪你去醫院。,我陪你去醫院。
1566,你咧想咩代誌？,你在想什麼事情？
1567,恁家內攏好無？,你家裡都好嗎？
1568,咱來佇這裡坐一下。,我們在這邊坐一下吧。
1569,免傷心，會過去。,別難過，會過去的。
1570,你欲食啥菜色？,你想吃什麼菜？
1571,無關係，慢慢講。,沒關係，慢慢說。
1572,你好啊，最近好無？,你好啊，最近還好嗎？
1573,你欲佮我作伴去無？,你要跟我一起去嗎？
1574,伊講話真有道理。,他講話真有道理。
1575,伊看起來真熟似。,他看起來很面熟。
1576,下次我請你。,下次我請你吃飯。
1577,這杯咖啡真香。,這杯咖啡真香。
1578,我會再考慮看看。,我會再想一想。
1579,有啥需要攏會曉。,有什麼需要我都知道。
1580,我嘛攏有準備好矣。,我也都準備好了。
1581,恁細漢真乖喔。,你小孩真乖喔。
1582,你有咧做啥代誌？,你在做什麼事？
1583,歡迎你來阮厝。,歡迎你來我家。
1584,毋免客氣啦。,不用客氣啦。
1585,咱明仔載再聯絡。,我們明天再聯絡吧。
1586,我嘛有相款的經驗。,我也有類似的經驗。
1587,下擺再約出來食飯。,下次再約出來吃飯。
1588,我陪你去醫院。,我陪你去醫院。
1589,我嘛攏有準備好矣。,我也都準備好了。
1590,毋通做彼款代誌。,不要做那種事。
1591,毋通做彼款代誌。,不要做那種事。
1592,做事要有耐心。,做事要有耐心。
1593,真久無見了。,好久不見了。
1594,這件代誌無簡單。,這件事不簡單。
1595,這是你愛的物件無？,這是你喜歡的東西嗎？
1596,下雨天攏無人出門。,下雨天大家都不出門。
1597,我嘛有相款的經驗。,我也有類似的經驗。
1598,有咩代誌攏好講。,有什麼事都可以說。
1599,你講慢一點好無？,你可以講慢一點嗎？
1600,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
1601,來，咱來切磋一下。,來，我們來交流一下。
1602,有咩代誌攏好講。,有什麼事都可以說。
1603,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1604,咱明仔載再聯絡。,我們明天再聯絡吧。
1605,我嘛有同款想法。,我也有一樣的想法。
1606,伊攏照顧咱全家。,他照顧我們全家。
1607,你攏好無？,你一切都還好嗎？
1608,你講的是對的。,你說的是對的。
1609,彼條路真難行。,那條路真的不好走。
1610,講慢一點，我會曉。,說慢一點，我會懂。
1611,這件代誌交予我。,這件事交給我。
1612,請你再講一遍。,請你再說一遍。
1613,有啥需要攏會曉。,有什麼需要我都知道。
1614,這陣子攏做啥？,最近都在做什麼？
1615,恁爸有在厝無？,你爸在家嗎？
1616,你講慢一點好無？,你可以講慢一點嗎？
1617,我幫你問問看。,我幫你問看看。
1618,我嘛攏有準備啦。,我也都準備好了啦。
1619,今仔日有空無？,你今天有空嗎？
1620,這是啥物意思？,這是什麼意思？
1621,這馬欲開始矣。,現在要開始了。
1622,真久無見了。,好久不見了。
1623,伊講話真有趣。,他說話真有趣。
1624,恁家內攏好無？,你家裡都好嗎？
1625,毋通做彼款代誌。,不要做那種事。
1626,你欲食啥菜色？,你想吃什麼菜？
1627,我嘛有同款想法。,我也有一樣的想法。
1628,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
1629,毋通做彼款代誌。,不要做那種事。
1630,恁爸有在厝無？,你爸在家嗎？
1631,我陪你去醫院。,我陪你去醫院。
1632,免傷心，會過去。,別難過，會過去的。
1633,恁爸有在厝無？,你爸在家嗎？
1634,我攏照顧好矣。,我都照顧好了。
1635,有啥需要攏會曉。,有什麼需要我都知道。
1636,來，咱來切磋一下。,來，我們來交流一下。
1637,下雨天攏無人出門。,下雨天大家都不出門。
1638,我嘛攏有準備好矣。,我也都準備好了。
1639,你家住佇哪位？,你家住哪裡？
1640,真歡喜見到你。,很高興見到你。
1641,咱欲去行街無？,我們要去逛街嗎？
1642,這攤我請就好。,這頓我請客就好。
1643,我欲去市場買菜。,我要去市場買菜。
1644,今仔日有空無？,你今天有空嗎？
1645,我攏有聽清楚啦。,我都有聽清楚啦。
1646,這馬欲開始矣。,現在要開始了。
1647,你感覺如何？,你感覺怎麼樣？
1648,這陣子攏做啥？,最近都在做什麼？
1649,你欲食啥菜色？,你想吃什麼菜？
1650,這是你愛的物件無？,這是你喜歡的東西嗎？
1651,這是我的心意。,這是我的一點心意。
1652,下次我請你。,下次我請你吃飯。
1653,我攏有聽清楚啦。,我都有聽清楚啦。
1654,你咧想咩代誌？,你在想什麼事情？
1655,攏是天註定的。,都是命中註定的。
1656,你好啊，最近好無？,你好啊，最近還好嗎？
1657,好久無見，想你了。,好久沒見到你，想你了。
1658,我嘛攏有準備啦。,我也都準備好了啦。
1659,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1660,恁家內攏好無？,你家裡都好嗎？
1661,這馬是欲按怎？,現在該怎麼辦？
1662,伊攏照顧咱全家。,他照顧我們全家。
1663,我嘛攏有準備好矣。,我也都準備好了。
1664,來，恁嘛坐啦。,來，你也坐吧。
1665,這攤我請就好。,這頓我請客就好。
1666,你有咧做啥代誌？,你在做什麼事？
1667,真久無見了。,好久不見了。
1668,咱欲去行街無？,我們要去逛街嗎？
1669,伊看起來真熟似。,他看起來很面熟。
1670,咱明仔載再聯絡。,我們明天再聯絡吧。
1671,你是欲去佗位？,你要去哪裡？
1672,來，咱來切磋一下。,來，我們來交流一下。
1673,恁家內攏好無？,你家裡都好嗎？
1674,這馬欲開始矣。,現在要開始了。
1675,攏總攏是你啦！,全都是你的錯啦！
1676,你欲佮我作伴去無？,你要跟我一起去嗎？
1677,你是對咧講啥？,你是在說什麼？
1678,彼件衫真合你穿。,那件衣服很適合你穿。
1679,來，咱來切磋一下。,來，我們來交流一下。
1680,這是你愛的物件無？,這是你喜歡的東西嗎？
1681,恁細漢真乖喔。,你小孩真乖喔。
1682,我會再考慮看看。,我會再想一想。
1683,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1684,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1685,伊看起來真熟似。,他看起來很面熟。
1686,你講慢一點好無？,你可以講慢一點嗎？
1687,來，咱來切磋一下。,來，我們來交流一下。
1688,攏是天註定的。,都是命中註定的。
1689,這杯咖啡真香。,這杯咖啡真香。
1690,今仔日心情真好。,今天心情很好。
1691,這件代誌無簡單。,這件事不簡單。
1692,毋通做彼款代誌。,不要做那種事。
1693,你咧想咩代誌？,你在想什麼事情？
1694,我攏聽有啦。,我都有聽懂啦。
1695,我幫你問問看。,我幫你問看看。
1696,我攏有聽清楚啦。,我都有聽清楚啦。
1697,伊講話真有道理。,他講話真有道理。
1698,我會再考慮看看。,我會再想一想。
1699,我陪你去醫院。,我陪你去醫院。
1700,你家住佇哪位？,你家住哪裡？
1701,做事要有耐心。,做事要有耐心。
1702,這是你愛的物件無？,這是你喜歡的東西嗎？
1703,講話攏真有禮貌。,講話都很有禮貌。
1704,毋通緊張啦。,不要緊張啦。
1705,彼件衫真合你穿。,那件衣服很適合你穿。
1706,真感謝你幫忙。,真的很謝謝你幫忙。
1707,我攏有聽清楚啦。,我都有聽清楚啦。
1708,毋通做彼款代誌。,不要做那種事。
1709,我嘛攏有準備啦。,我也都準備好了啦。
1710,你欲佮我作伴去無？,你要跟我一起去嗎？
1711,這是你愛的物件無？,這是你喜歡的東西嗎？
1712,下次我請你。,下次我請你吃飯。
1713,咱明仔載再聯絡。,我們明天再聯絡吧。
1714,彼件衫真合你穿。,那件衣服很適合你穿。
1715,伊看起來真熟似。,他看起來很面熟。
1716,我陪你去醫院。,我陪你去醫院。
1717,下擺再約出來食飯。,下次再約出來吃飯。
1718,下雨天攏無人出門。,下雨天大家都不出門。
1719,你有咧做啥代誌？,你在做什麼事？
1720,攏好攏好，毋免驚。,都好都好，不用怕。
1721,毋通緊張啦。,不要緊張啦。
1722,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1723,我嘛攏有準備好矣。,我也都準備好了。
1724,我攏照顧好矣。,我都照顧好了。
1725,我嘛有相款的經驗。,我也有類似的經驗。
1726,看情形再講啦。,看情況再說啦。
1727,食飽就好眠啦。,吃飽就好睡啦。
1728,歡迎你來阮厝。,歡迎你來我家。
1729,我陪你走一段。,我陪你走一段路。
1730,這是好機會。,這是一個好機會。
1731,恁家內攏好無？,你家裡都好嗎？
1732,這件代誌無簡單。,這件事不簡單。
1733,那馬幾點矣？,現在幾點了？
1734,今仔日天氣真好。,今天天氣真好。
1735,下次我請你。,下次我請你吃飯。
1736,攏總攏是你啦！,全都是你的錯啦！
1737,你欲佮我作伴去無？,你要跟我一起去嗎？
1738,你是對咧講啥？,你是在說什麼？
1739,你欲食啥菜色？,你想吃什麼菜？
1740,這件代誌交予我。,這件事交給我。
1741,你有看著彼齣戲無？,你有看那齣戲嗎？
1742,彼件事已經過矣。,那件事已經過去了。
1743,伊講話真有趣。,他說話真有趣。
1744,你講慢一點好無？,你可以講慢一點嗎？
1745,攏是天註定的。,都是命中註定的。
1746,伊講話真有趣。,他說話真有趣。
1747,咱來食甜點好無？,我們來吃點甜點好嗎？
1748,彼條路真難行。,那條路真的不好走。
1749,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1750,慢慢來，無關係。,慢慢來，沒關係。
1751,有代誌就直直講。,有事就直說吧。
1752,講話攏真有禮貌。,講話都很有禮貌。
1753,我攏聽有啦。,我都有聽懂啦。
1754,你欲食啥菜色？,你想吃什麼菜？
1755,來，咱來切磋一下。,來，我們來交流一下。
1756,我陪你去醫院。,我陪你去醫院。
1757,食飽就好眠啦。,吃飽就好睡啦。
1758,我嘛有相款的經驗。,我也有類似的經驗。
1759,咱來佇這裡坐一下。,我們在這邊坐一下吧。
1760,你好啊，最近好無？,你好啊，最近還好嗎？
1761,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1762,有啥需要攏會曉。,有什麼需要我都知道。
1763,免驚，有我佇咧。,別怕，有我在。
1764,我幫你問問看。,我幫你問看看。
1765,這件代誌交予我。,這件事交給我。
1766,講慢一點，我會曉。,說慢一點，我會懂。
1767,你感覺如何？,你感覺怎麼樣？
1768,講慢一點，我會曉。,說慢一點，我會懂。
1769,你有閒來坐一下。,你有空來坐坐。
1770,這馬是欲按怎？,現在該怎麼辦？
1771,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
1772,免傷心，會過去。,別難過，會過去的。
1773,請你再講一遍。,請你再說一遍。
1774,你有閒來坐一下。,你有空來坐坐。
1775,你家住佇哪位？,你家住哪裡？
1776,阮是老朋友矣。,我們是老朋友了。
1777,阮是老朋友矣。,我們是老朋友了。
1778,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1779,咱來佇這裡坐一下。,我們在這邊坐一下吧。
1780,有代誌就直直講。,有事就直說吧。
1781,講話攏真有禮貌。,講話都很有禮貌。
1782,這是啥物意思？,這是什麼意思？
1783,歡迎你來阮厝。,歡迎你來我家。
1784,真久無見了。,好久不見了。
1785,我會再考慮看看。,我會再想一想。
1786,今仔日心情真好。,今天心情很好。
1787,下次我請你。,下次我請你吃飯。
1788,這件代誌交予我。,這件事交給我。
1789,咱來食甜點好無？,我們來吃點甜點好嗎？
1790,這馬欲開始矣。,現在要開始了。
1791,你攏好無？,你一切都還好嗎？
1792,下擺再約出來食飯。,下次再約出來吃飯。
1793,我攏照顧好矣。,我都照顧好了。
1794,你人真好。,你人真的很好。
1795,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
1796,這件代誌交予我。,這件事交給我。
1797,彼件衫真合你穿。,那件衣服很適合你穿。
1798,慢慢來，無關係。,慢慢來，沒關係。
1799,你有咧做啥代誌？,你在做什麼事？
1800,免驚，有我佇咧。,別怕，有我在。
1801,你欲佮我作伴去無？,你要跟我一起去嗎？
1802,真感謝你幫忙。,真的很謝謝你幫忙。
1803,下次我請你。,下次我請你吃飯。
1804,免驚，有我佇咧。,別怕，有我在。
1805,我幫你問問看。,我幫你問看看。
1806,我攏照顧好矣。,我都照顧好了。
1807,攏好攏好，毋免驚。,都好都好，不用怕。
1808,免傷心，會過去。,別難過，會過去的。
1809,攏總攏是你啦！,全都是你的錯啦！
1810,我陪你走一段。,我陪你走一段路。
1811,這攤我請就好。,這頓我請客就好。
1812,恁老母身體好無？,你媽媽身體還好嗎？
1813,免傷心，會過去。,別難過，會過去的。
1814,講慢一點，我會曉。,說慢一點，我會懂。
1815,那馬幾點矣？,現在幾點了？
1816,這件代誌無簡單。,這件事不簡單。
1817,今仔日天氣真好。,今天天氣真好。
1818,你佇做咩代誌？,你在忙什麼？
1819,恁爸有在厝無？,你爸在家嗎？
1820,真久無見了。,好久不見了。
1821,這陣子攏做啥？,最近都在做什麼？
1822,我攏有聽清楚啦。,我都有聽清楚啦。
1823,好久無見，想你了。,好久沒見到你，想你了。
1824,真久無見了。,好久不見了。
1825,下雨天攏無人出門。,下雨天大家都不出門。
1826,好久無見，想你了。,好久沒見到你，想你了。
1827,我欲先轉去了。,我要先回去了。
1828,恁細漢真乖喔。,你小孩真乖喔。
1829,這馬欲開始矣。,現在要開始了。
1830,這件代誌交予我。,這件事交給我。
1831,有咩代誌攏好講。,有什麼事都可以說。
1832,恁細漢真乖喔。,你小孩真乖喔。
1833,今仔日心情真好。,今天心情很好。
1834,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
1835,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
1836,攏總攏是你啦！,全都是你的錯啦！
1837,彼條路真難行。,那條路真的不好走。
1838,恁老母身體好無？,你媽媽身體還好嗎？
1839,攏好攏好，毋免驚。,都好都好，不用怕。
1840,無關係，慢慢講。,沒關係，慢慢說。
1841,那馬幾點矣？,現在幾點了？
1842,伊攏照顧咱全家。,他照顧我們全家。
1843,免驚，有我佇咧。,別怕，有我在。
